Feature ID,Taxon,Confidence
#q2:types,categorical,categorical
be614a43e5e085ec9e87b6154d4ea9d1,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__,0.9890833837
9ad5d2d1ec9c601270d47c2b5519e2a6,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas,0.9940519908
8d425fb5f7dbe601bdc1dad66f701970,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__,0.9999771543
1387abfa278e4bb5fa90417c890c0711,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas,0.8100956355
7df7089fc0c6b2fa3fb130b9643c15b0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__,0.9998245537
1d54f2e41f0900bb9b8c0d4b7b0cd9dd,k__Bacteria,0.9880717343
efe986ea9ce611b07ed9cc46b392d869,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Pantoea,0.8389719164
81ac41cddf17ecdd6eb12d517f764f4b,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__,0.9543161108
090b7d6587b59fb4373e5f3b3a1ca9c5,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseomonas; s__aquatica,0.9712300019
d366c498ac18bb0d3f3f6edb76dba80e,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.9999989173
04a70c59121fa5477965f9f5bffcc221,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,0.9999987573
3b783adb4b284e2571f858350ed83f2d,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium,0.9985843186
d149ea0e3571a32c6f4ea8586b4d7cd9,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__,0.9998935145
f7107d03a4edf814b73b0b1b625ed9e4,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae,0.9999543139
a689bc5ee22317902bd85209098af3ff,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Mycoplana; s__,0.9944825161
035edae854254e9e0df7d7ca91068cc2,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,0.9999998531
015aab418b1fbea6b2c7e2dda44b3999,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__,0.9999997978
212cfc1347f80baade3285ad20bbbcfc,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__,0.9907704525
53756a752f5bbf130294662d1b361139,k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__,0.9999999998
ed2906a28e957ffb1fa929ee17056d3d,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.9999999997
5b27a29d96b9beef35f2778628496dc7,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rubellimicrobium; s__,0.9946817119
3f1b783168d4c20a5193be307b70d68b,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas,0.7776779593
e0dcddd2db10647f166114086ed69fbf,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.9999999486
bb449153a49c5a9674ffe8881d98426c,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae,0.9999791225
0dee11ec8f27e4023336d2cbda35a698,k__Bacteria; p__[Thermi]; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus; s__aquatilis,0.999999884
b683f3572dae49ab56c51988f2c46d1b,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__viridiflava,0.9740423513
d39f83bc48c63f450eea9561380aa385,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__,0.9997765351
5e5a19d783cd09b5bdcff43b17381b1f,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Pantoea,0.8291860553
9ca0fe02505a433def5e2a229dda2a2e,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Pantoea,0.8421211751
dae23b4346d86ac815902e041a616fdc,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseomonas; s__ludipueritiae,0.9481594195
32bc32c5cf6adf634f8e1f65891b2c5e,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.9999999998
7d6e1ffb5fc2c5d6229403046a6e05ed,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae,0.9999998288
e8207aacfef23fb36f9b6b4940261644,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales,0.9999810475
38fabee7e4d0c63d04482ee5d6100e15,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__; f__; g__; s__,0.9666454143
99ec3bb928dd17210496b13b5d5234b3,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__,0.9999763783
32ba1a80d96ed9520df6a51cc7ffe70b,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella; s__,0.9999994725
7351a153fe07609c2adab2cace50f091,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Intrasporangiaceae,0.9999946089
8388c5bc6ef78928e4cbc4f58f9e09ac,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__,0.9913227755
7a67ddc44681d5fe3ec5b2081780ee20,k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__,0.9999999997
22205cfb5c204955c8457adef281cc4e,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__,0.9999375496
08020269e89f2c33cedb914de0c1819c,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,0.9995096772
4bf613aca66e0706216ddf754f24fff9,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__,0.9261507925
528b33714b3a9cb7e332c03afe72f9ca,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Chlorophyta; f__Chlamydomonadaceae; g__; s__,0.9996178729
2f3166f2a8015687a5d05e4bbcc2326d,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__,0.9936759296
e8ee477b58b5b8aa34712b508528341c,k__Bacteria; p__Chloroflexi; c__Thermomicrobia; o__JG30-KF-CM45; f__; g__; s__,0.9999999979
8bf4311b23a2cce8d1a483c7ccd4c5e3,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__,0.9999997324
1b385508d321cb312bc13e1fb1a33965,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Micrococcaceae; g__Arthrobacter,0.9530393495
4c64417504d3824ecdd8a47b0641fe9c,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales,0.9993654856
ac1dac958afe5c572bb729452dc5df9c,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Geodermatophilaceae,0.9999731118
c94155c0d09645194664307a60d0cb32,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__; s__,0.7691498378
4ff12dd8cda9b5e59c4111d603934a32,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,0.9622149271
30400dc66da4714a44ae609f42260586,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__,0.9999997142
30ad9a0ae70dc22adbc667f4c83bdd01,k__Bacteria; p__Cyanobacteria; c__Synechococcophycideae; o__Pseudanabaenales; f__Pseudanabaenaceae,0.9999999973
eed3eaf71fadd7fe876f5d23143b9cf0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nakamurellaceae,0.9999817466
41acf98d4062cb77a83e7aa5462189bf,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__,0.9441700601
36ca437869d6c4b235e1936a6893b398,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Aurantimonadaceae; g__; s__,0.7074030706
21d456af896041c55cf455812359fb4f,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Sporosarcina; s__ginsengi,0.7145666179
ae29f81aba25084e4e704fc1f987612b,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__,0.8945147748
8c2f59ccef49e3f844c872d1d29a3548,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Dyadobacter; s__,0.9999999914
f5b0d22736c5905ed6511f47ea6e832e,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.9999999998
c7993a67663325e0c046a85493e8b815,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,0.9087537579
df629ce17e8114ae7e871d72642812e6,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Saccharibacillus,0.9999858157
e4aedc7ff83550213be337f838d671c8,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales,0.9999373694
eaa259988a7a43f463b33391c6599dde,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.9999999998
2e66a0d30131653b9f4ea57d5afd3f5e,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__,0.9997107244
275e77d2a2e93358a33bbd07961e7db5,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nakamurellaceae,0.9999835418
f3b7fd2bf9dc473448d19a060d1175b5,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseomonas; s__aquatica,0.9942019483
c2d538d3a834f20d11a451f8a3f2559f,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Stramenopiles; f__; g__; s__,0.9999998995
8528b2f2e59d4087b2097d4c63c82c1d,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces; s__,0.9534449653
c3d15f0e3ed242a8074a8e0adb381656,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__,0.9991838264
eda72c8c18a4f67b91414b9b9f67d9ca,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Conexibacteraceae; g__; s__,0.9997764114
865fb938c8ff1452ab6ff4e078e343b1,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.9999999998
95c4dccb609f6ac5d9cf009ddc56fbaa,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae; g__Roseomonas; s__massiliensis,0.9966460015
7846ad52123fc79c75183527868e4d3f,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__,0.9999583446
dbb83319e8ed9f799e15f467aa49ae1c,k__Bacteria; p__Bacteroidetes; c__Sphingobacteriia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__; s__,0.9942302048
0a16831d9138d50d70d115cc61db30ef,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,0.9991859318
f005105e4c68fd0d18fb92a5f69c6f1c,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae,0.9157291214
c9a8da7d9d7d5782ff73515e38c18542,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Kaistobacter; s__,0.9998736008
8ded4bf756d771699b5eec2081b1bd62,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__,0.998915928
bfa6b2cdb3e0a035445a1bb70d0510a7,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.9999999999
cf4cc70311c0be2a79a34b8387dec4bf,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__viridiflava,0.9419310962
f983ec2cca515dbd8b45a4c151925b1c,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Pseudonocardia; s__,0.9397634466
fb1e43b51ce78f1d0fa7bafe8bd11fb8,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__,0.9999994463
5210709ebbc4ba1b586196692f80f8e1,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__; g__; s__,0.9999974293
6fc0429c45f72c535c2454840983ea3e,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__,0.9652801413
a613cccade74324df68056b1c0ff0e0f,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__viridiflava,0.9682940957
c65948c10c1a88621e76402b1c5b3d28,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__; f__; g__; s__,0.9181945011
7f2a0fda45111a0fbf26925082197017,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium,0.9999204917
5652ddf6dabc444bf06b699f2ad99f37,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__Kineococcus; s__,0.9999885168
ae37f6c789eab57089bc126232024d5c,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium; s__arupense,0.8646451578
97ec5c2b2d093f478cb81d59414d268c,k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__SCA1170,0.999999808
4b60f3c1ac77e0b6e1165b99941fe8a9,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides,0.9978224366
0e25617410a3524c1c20c66a6a0d624c,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Novosphingobium; s__resinovorum,0.7928746021
d232f9e39aae4d083423172c32a25600,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria,1
db3c73668d9c61f16b2f39ada6849a15,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales,0.9999916236
693de8f5e2ea384d85074970701dd18c,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__Phytophthora; s__ramorum,0.9195546783
bce46da8c06c35d33c913e4bb02700e2,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__,0.780505387
73fd5455305ffe6847bbb362a050012d,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__retroflexus,0.9805773204
e58caf6f261b0679319cc85202250eb1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae,0.9999791452
88fea09544027689f7dfa316175e142c,k__Bacteria; p__Chloroflexi; c__Ellin6529; o__; f__; g__; s__,0.9999999998
efed232b7c95101dd2588a29e3484ff2,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__,0.9999999876
2ca4b5ecaebd627b4f49f57196e54d9d,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,0.9987101669
ebdc8903002960404286c1b61ca1690a,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.9999999999
c853e3404c73f776ed03cc82d8d8b20e,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__,0.9997482905
451e09ef7c0f4a64ffe54eb757c494d0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Frigoribacterium; s__,0.9450141821
107ed0dc58d4dab1a0c2330e13566183,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__Quadrisphaera; s__granulorum,0.9872530106
0415fa6945fb6193a6509e2d29725353,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__,0.9999654238
e5faf24f45cced34027817fcefe39051,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__Candidatus Xiphinematobacter; s__,0.9999994447
28f385c3c77cd578657ddc287d7af67f,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,0.9999891831
e41a73b79160bfa9e0546ef6afe2431a,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces; s__,0.9601301206
4f2a342b39407cb6989e62dec3123958,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae,0.9998774424
b48a788428d3b03b43ed9b5b06b62dd8,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__,0.9999678657
a3dfdb9eccba4b8f4523dca583dfc360,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__,0.9998913344
8b5cccc92ed38a4f294777682937ffb7,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__; g__; s__,0.9999999995
864c94ca3e824c0257634dc9e3e59814,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Agrobacterium; s__,0.9171605668
102650b980cc2a5e20b7c5378ee2c2b7,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.9999991915
9026c73e1a9d78bf6f6d490bb6a53b5c,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Mycobacteriaceae; g__Mycobacterium,0.9994392859
23441892a86334a75e8a29399b692c3f,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae,0.9322579921
308b9230ecb2c5de4bc18b118871a390,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__mitochondria; g__; s__,0.9999998486
c87fffaa39c0ea13d73d7e9031a96ecf,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardioidaceae; g__Nocardioides,0.9994980813
5d0e4abc08be72e1595d883365ecdaf5,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Aurantimonadaceae; g__; s__,0.9098354912
88e98b7767045c0c38a412948fa8d837,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,0.9999252548
1ffeafa310444dcab50bcd8c4f4e7df0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae,0.9999746753
e68081a66fac4799c2c4927ccded3d10,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces; s__,0.939418743
278644f60c6ba8660194fd9cdee5ba3f,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae,0.999981336
17a05366994a5d5952c635d5a4d45b58,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Microbacteriaceae; g__Agromyces; s__,0.9602108619
86c03e0ea2a1442dca3984d689750669,k__Archaea; p__Crenarchaeota; c__Thaumarchaeota; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Candidatus Nitrososphaera; s__SCA1145,0.9948685321
36d5cce490c0a2c73a56a410d7ffe490,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__; s__,0.9754139858
bcb786f1c45a6c24c7bd76b3ed75abac,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__,0.9999999906
48931d97821bbd87112b71018cc10799,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.9999999999
9173609c451aacf0f51e73da4e4f402a,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__; s__,0.9878415853
50ae4c08d4aee1cf8bbc3fea76d0ed81,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.9999934767
1efc79ef08fb2f38599eaea57ccc50fe,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Kineosporiaceae; g__Kineococcus; s__,0.9988389685
7c0f07c62c1b2589d56d9d50a2b88429,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales,0.9999856071
a29c8595df34c4d3de483317cdd12908,k__Bacteria; p__Gemmatimonadetes; c__Gemm-3; o__; f__; g__; s__,0.999999998
9c6ed966d4516a5f12006667e9b1ff0a,k__Bacteria; p__Cyanobacteria; c__Chloroplast; o__Streptophyta; f__; g__; s__,0.9999999903
278d7c293500d3b13d00de20ceebecf5,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.9999987429
e01b2a8c52cc6dc34aa54568e5dcd27c,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__vesicularis,0.705634745
b91cc458480ad43ca06c73766728f3bb,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae,0.999967211
06b092bc000d2499606befd7ca624067,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nakamurellaceae,0.9999844691
f1ddf494bb1650f76c24c06487b87340,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__,0.9999783205
d5a36aa14e194f9d0f3fd2bb252ca2ce,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Acetobacteraceae,0.9999987514
8c4088afae89db952df448613434fc12,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__[Weeksellaceae]; g__Chryseobacterium; s__,0.9997518384
ff9b6df89c29d4171cb37e05a4adf844,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium,0.9999995512
71eef9bd02eee23e8cde8b8b0a028a60,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.9999999999
7d2d615099e9942ffbf24590ebc1b488,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella; s__,0.9999992606
2a3e8a421a49977f76f9ca454ab0a54e,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__Flavisolibacter; s__,0.9999066745
1bcda42e0d5a7bf86e090e20faa08e9c,k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__,0.9856663767
5f57f30a0c9bb505472e955330d92280,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Myxococcales; f__0319-6G20; g__; s__,0.9999999993
54074527ab4bdad996adae1e0a15cce6,k__Bacteria; p__Actinobacteria; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__; s__,0.9999941509
3a677653aedf4dcbac52daa206f41bbb,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Rhodospirillaceae; g__Skermanella; s__,0.9999988399
be5296234b72d79e26b0e50cc533aa26,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales,0.9903002613
b6283c8943b01bc35f598d43e83b745e,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Pontibacter; s__,0.9999999997
cf4b41eaa50170def6c0430bc9ff0c14,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Pseudonocardiaceae; g__Actinomycetospora; s__,0.9767123182
63ae2abaa9b7bc9368249c4d69ead4d3,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Hymenobacter; s__,0.9999999998
7edbbb3cab4160cefd5c8ae63473da26,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Methylibium,0.9750707869
a9a6a9229571f70f0b2981e3070b9e85,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__; g__; s__,0.9999997627
3400b939f104071fec8aa90726d43ee5,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Devosia; s__,0.9991311675
